"TimeGenerated [UTC]",ResultDescription
"11/12/2025, 6:17:22.859 PM","2025-11-12 18:17:22,858 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
"11/12/2025, 6:30:46.333 PM","2025-11-12 18:30:46,317 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
"11/12/2025, 6:35:04.129 PM","2025-11-12 18:35:04,129 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/12/2025, 6:37:29.587 PM","2025-11-12 18:37:29,587 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
"11/12/2025, 6:38:45.364 PM","2025-11-12 18:38:45,364 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
"11/12/2025, 6:50:00.689 PM","2025-11-12 18:50:00,689 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
"11/2/2025, 1:00:45.439 PM","2025-11-02 13:00:45,439 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/2/2025, 4:51:14.332 PM","2025-11-02 16:51:14,332 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/5/2025, 9:04:33.099 AM","2025-11-05 09:04:33,098 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/5/2025, 9:12:05.369 AM","2025-11-05 09:12:05,367 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/5/2025, 6:42:49.984 AM","2025-11-05 06:42:49,963 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/5/2025, 6:56:00.348 AM","2025-11-05 06:56:00,347 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/5/2025, 7:03:51.639 AM","2025-11-05 07:03:51,639 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/5/2025, 10:18:07.921 AM","2025-11-05 10:18:07,921 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/5/2025, 10:33:41.887 AM","2025-11-05 10:33:41,886 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/5/2025, 10:35:07.620 AM","2025-11-05 10:35:07,620 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/5/2025, 10:40:50.941 AM","2025-11-05 10:40:50,939 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/5/2025, 10:43:48.986 AM","2025-11-05 10:43:48,985 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/5/2025, 10:49:26.225 AM","2025-11-05 10:49:26,225 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/5/2025, 10:56:01.317 AM","2025-11-05 10:56:01,316 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/5/2025, 10:57:45.672 AM","2025-11-05 10:57:45,671 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/5/2025, 10:59:30.617 AM","2025-11-05 10:59:30,616 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/5/2025, 11:07:18.669 AM","2025-11-05 11:07:18,668 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/5/2025, 11:09:48.595 AM","2025-11-05 11:09:48,594 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/5/2025, 11:10:54.751 AM","2025-11-05 11:10:54,751 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/5/2025, 11:12:45.683 AM","2025-11-05 11:12:45,683 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/5/2025, 11:13:24.326 AM","2025-11-05 11:13:24,326 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/5/2025, 11:13:35.221 AM","2025-11-05 11:13:35,221 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/5/2025, 11:15:23.311 AM","2025-11-05 11:15:23,311 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/5/2025, 8:00:58.968 AM","2025-11-05 08:00:58,968 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/5/2025, 12:14:24.103 PM","2025-11-05 12:14:24,103 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/5/2025, 12:18:58.572 PM","2025-11-05 12:18:58,571 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/5/2025, 12:53:44.317 PM","2025-11-05 12:53:44,317 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/5/2025, 12:57:23.138 PM","2025-11-05 12:57:23,138 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/5/2025, 1:00:06.303 PM","2025-11-05 13:00:06,302 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/5/2025, 1:03:57.143 PM","2025-11-05 13:03:57,134 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/5/2025, 1:11:33.609 PM","2025-11-05 13:11:33,609 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/5/2025, 1:17:49.844 PM","2025-11-05 13:17:49,844 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/5/2025, 1:24:49.618 PM","2025-11-05 13:24:49,617 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/5/2025, 1:26:25.550 PM","2025-11-05 13:26:25,549 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/5/2025, 3:03:37.047 PM","2025-11-05 15:03:37,047 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
"11/5/2025, 10:08:10.315 AM","2025-11-05 10:08:10,315 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/5/2025, 10:11:01.887 AM","2025-11-05 10:11:01,886 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/5/2025, 10:11:45.836 AM","2025-11-05 10:11:45,836 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/5/2025, 8:17:28.696 AM","2025-11-05 08:17:28,696 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
"11/5/2025, 8:21:52.075 AM","2025-11-05 08:21:52,075 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/5/2025, 8:27:17.397 AM","2025-11-05 08:27:17,397 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/5/2025, 8:46:18.913 AM","2025-11-05 08:46:18,912 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/5/2025, 3:58:29.126 PM","2025-11-05 15:58:29,125 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/5/2025, 4:11:28.809 PM","2025-11-05 16:11:28,809 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/5/2025, 4:13:40.370 PM","2025-11-05 16:13:40,369 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/7/2025, 6:24:12.033 AM","2025-11-07 06:24:12,033 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/7/2025, 2:08:52.922 PM","2025-11-07 14:08:52,920 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/7/2025, 2:22:44.246 PM","2025-11-07 14:22:44,246 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/7/2025, 2:24:25.559 PM","2025-11-07 14:24:25,559 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/7/2025, 2:25:47.806 PM","2025-11-07 14:25:47,805 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/7/2025, 2:28:05.382 PM","2025-11-07 14:28:05,382 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/7/2025, 3:48:14.586 PM","2025-11-07 15:48:14,585 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/7/2025, 5:04:07.232 PM","2025-11-07 17:04:07,229 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
"11/7/2025, 7:33:38.278 AM","2025-11-07 07:33:38,278 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/7/2025, 8:14:46.780 AM","2025-11-07 08:14:46,780 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/7/2025, 8:28:37.886 AM","2025-11-07 08:28:37,886 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/7/2025, 8:30:05.305 AM","2025-11-07 08:30:05,287 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/7/2025, 9:25:22.021 AM","2025-11-07 09:25:22,021 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: workspaces | Search Mode: workspace"
"11/7/2025, 11:09:45.273 AM","2025-11-07 11:09:45,272 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/6/2025, 8:22:52.824 AM","2025-11-06 08:22:52,818 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/6/2025, 9:28:24.373 AM","2025-11-06 09:28:24,373 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/6/2025, 10:36:09.961 AM","2025-11-06 10:36:09,960 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/6/2025, 10:49:31.880 AM","2025-11-06 10:49:31,880 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/6/2025, 10:51:54.118 AM","2025-11-06 10:51:54,118 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/6/2025, 10:54:10.715 AM","2025-11-06 10:54:10,714 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/6/2025, 11:56:35.943 AM","2025-11-06 11:56:35,943 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/6/2025, 7:25:33.287 AM","2025-11-06 07:25:33,286 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/6/2025, 7:26:18.376 AM","2025-11-06 07:26:18,376 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/6/2025, 8:05:08.354 PM","2025-11-06 20:05:08,354 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/6/2025, 8:06:38.871 PM","2025-11-06 20:06:38,870 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/6/2025, 8:09:07.390 PM","2025-11-06 20:09:07,389 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/6/2025, 8:13:19.249 PM","2025-11-06 20:13:19,249 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/6/2025, 12:32:35.953 PM","2025-11-06 12:32:35,945 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/6/2025, 12:34:57.796 PM","2025-11-06 12:34:57,796 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/6/2025, 12:36:06.881 PM","2025-11-06 12:36:06,880 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/6/2025, 12:47:39.984 PM","2025-11-06 12:47:39,984 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/6/2025, 12:48:14.514 PM","2025-11-06 12:48:14,514 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/6/2025, 1:05:09.775 PM","2025-11-06 13:05:09,765 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/6/2025, 1:06:29.710 PM","2025-11-06 13:06:29,710 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/6/2025, 1:37:26.862 PM","2025-11-06 13:37:26,861 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/6/2025, 1:38:56.421 PM","2025-11-06 13:38:56,421 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/6/2025, 1:42:42.646 PM","2025-11-06 13:42:42,645 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/6/2025, 1:46:30.451 PM","2025-11-06 13:46:30,451 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/6/2025, 2:55:02.394 PM","2025-11-06 14:55:02,394 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/6/2025, 2:57:17.061 PM","2025-11-06 14:57:17,061 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/6/2025, 2:58:40.962 PM","2025-11-06 14:58:40,961 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/6/2025, 3:30:53.384 PM","2025-11-06 15:30:53,383 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/6/2025, 3:32:01.039 PM","2025-11-06 15:32:01,039 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/6/2025, 4:14:34.406 PM","2025-11-06 16:14:34,406 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/6/2025, 4:15:59.256 PM","2025-11-06 16:15:59,256 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/6/2025, 4:39:02.536 PM","2025-11-06 16:39:02,536 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/10/2025, 12:29:07.014 PM","2025-11-10 12:29:07,014 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
"11/10/2025, 12:39:18.326 PM","2025-11-10 12:39:18,326 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
"11/10/2025, 1:01:10.576 PM","2025-11-10 13:01:10,576 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/10/2025, 1:04:23.000 PM","2025-11-10 13:04:23,000 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/10/2025, 1:08:01.816 PM","2025-11-10 13:08:01,809 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/10/2025, 1:08:38.789 PM","2025-11-10 13:08:38,789 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/10/2025, 1:50:40.707 PM","2025-11-10 13:50:40,706 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/10/2025, 1:55:57.035 PM","2025-11-10 13:55:57,035 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/10/2025, 2:18:59.709 PM","2025-11-10 14:18:59,708 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/10/2025, 2:43:46.021 PM","2025-11-10 14:43:46,021 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/10/2025, 2:51:04.375 PM","2025-11-10 14:51:04,372 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/10/2025, 2:53:55.443 PM","2025-11-10 14:53:55,443 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/10/2025, 4:04:18.345 PM","2025-11-10 16:04:18,344 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/10/2025, 4:06:12.380 PM","2025-11-10 16:06:12,380 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/10/2025, 6:18:40.260 AM","2025-11-10 06:18:40,260 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/10/2025, 6:22:31.033 AM","2025-11-10 06:22:31,029 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/10/2025, 6:23:12.387 AM","2025-11-10 06:23:12,387 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/10/2025, 7:34:29.892 AM","2025-11-10 07:34:29,892 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/10/2025, 7:35:53.432 AM","2025-11-10 07:35:53,432 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/10/2025, 7:53:57.057 AM","2025-11-10 07:53:57,057 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/10/2025, 7:54:20.990 AM","2025-11-10 07:54:20,990 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/10/2025, 7:54:57.111 AM","2025-11-10 07:54:57,111 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/10/2025, 8:24:17.108 AM","2025-11-10 08:24:17,108 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/10/2025, 8:25:45.601 AM","2025-11-10 08:25:45,600 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/10/2025, 8:30:57.376 AM","2025-11-10 08:30:57,376 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/10/2025, 9:13:06.260 AM","2025-11-10 09:13:06,260 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/10/2025, 9:46:07.957 AM","2025-11-10 09:46:07,956 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/10/2025, 9:51:56.998 AM","2025-11-10 09:51:56,998 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/10/2025, 9:54:29.596 AM","2025-11-10 09:54:29,595 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/10/2025, 10:14:50.083 AM","2025-11-10 10:14:50,083 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/10/2025, 10:16:08.135 AM","2025-11-10 10:16:08,134 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/10/2025, 10:17:42.598 AM","2025-11-10 10:17:42,597 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/10/2025, 10:17:55.522 AM","2025-11-10 10:17:55,522 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/10/2025, 10:19:16.055 AM","2025-11-10 10:19:16,055 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/10/2025, 10:21:19.648 AM","2025-11-10 10:21:19,647 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/10/2025, 10:33:08.313 AM","2025-11-10 10:33:08,313 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/10/2025, 10:36:06.571 AM","2025-11-10 10:36:06,571 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
"11/10/2025, 10:37:07.954 AM","2025-11-10 10:37:07,954 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
"11/10/2025, 10:37:35.902 AM","2025-11-10 10:37:35,902 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/10/2025, 10:40:57.888 AM","2025-11-10 10:40:57,887 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: workspaces | Search Mode: workspace"
"11/10/2025, 10:41:22.084 AM","2025-11-10 10:41:22,084 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
"11/10/2025, 10:42:11.109 AM","2025-11-10 10:42:11,109 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: workspaces | Search Mode: workspace"
"11/10/2025, 10:43:14.797 AM","2025-11-10 10:43:14,796 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/10/2025, 10:46:17.611 AM","2025-11-10 10:46:17,610 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/10/2025, 10:46:46.921 AM","2025-11-10 10:46:46,921 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
"11/10/2025, 11:08:55.542 AM","2025-11-10 11:08:55,541 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/10/2025, 3:32:25.515 PM","2025-11-10 15:32:25,514 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/10/2025, 3:42:29.084 PM","2025-11-10 15:42:29,084 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/10/2025, 3:44:34.327 PM","2025-11-10 15:44:34,326 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/10/2025, 3:57:34.166 PM","2025-11-10 15:57:34,166 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/10/2025, 3:59:56.795 PM","2025-11-10 15:59:56,795 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/10/2025, 4:41:34.808 PM","2025-11-10 16:41:34,808 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/10/2025, 5:42:56.496 PM","2025-11-10 17:42:56,495 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/10/2025, 5:43:54.021 PM","2025-11-10 17:43:54,021 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
"11/10/2025, 5:49:04.512 PM","2025-11-10 17:49:04,511 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
